artist_name,artist_id
BrassMunk,4019
The Bravehearts,108
Brockhampton,323651
BS 2000,69995
C.I.A.,1630
Cali Swag District,622
Camp Lo,520
Cannibal Ox,1786
Capital Punishment Organization,2572
Capone-N-Noreaga,1173
Cartel,17085
Cartel de Santa,17085
Carvin & Ivan,63667
Cash Money Millionaires,4
The Cataracs,1037
Ces Cru,14456
Channel Live,4466
Children of the Corn,4495
Chopper City Boyz,4520
City High,8418
The Click,2231
clipping.,39793
Clipse,643
La Cliqua,2061
cLOUDDEAD,1390
Club Dogo,27305
Cocoa Brovaz,1802
The Cold Crush Brothers,1452755
Collapsed Lung,374756
Commodore 64,50888
Company Flow,1322
Compton's Most Wanted,2435
The Conscious Daughters,1023
Control Machete,13617
Cool & Dre,15740
The Cool Kids,1331
Crime Mob,4807
Crooked Stilo,4816
Crooklyn Dodgers,861
The Cross Movement,10793
Crown City Rockers,4828
Cru,13585
Crucial Conflict,4733
Cunninlynguists,534
Custom Made,411
CYNE,957
Cypress Hill,1317
Czarface,1378974
D.I.T.C.,5254
D12,303
D4L,4882
Da BackWudz,4980
Da Band,328243
Da Beatminerz,2513
Da Bush Babees,4963
Da Lench Mob,4973
Da Youngsta's,4979
Damu Ridas,4919
Dangerdoom,1277
The Dangerous Crew,191
Dark Lotus,4911
Das EFX,210
Das Racist,124
Dc Talk,5080
De La Soul,225
Dead Celebrity Status,12871
Dead Prez,236
Deadly Venoms,2046
Death Grips,11778
Deceptikonz,7859
Deep Puddle Dynamics,1841
Deepspace5,5539
Def Con Dos,354359
Def Squad,338
Delinquent Habits,5139
The Delinquents,657842
Deltron 3030,675
Dem Franchize Boyz,1251
The Demigodz,5144
Demon Boyz,1004061
DFC,682756
Diddy – Dirty Money,350633
Die Antwoord,2032
Die Fantastischen Vier,21467
Digable Planets,1502
Digital Underground,668
Diggin' in the Crates Crew,2992
Dilated Peoples,1091
The Diplomats,80
Dis-n-Dat,482967
Disciplinska komisija,1027771
The Disposable Heroes of Hiphoprisy,277319
DJ Jazzy Jeff & the Fresh Prince,348422
Do or Die,22503
Tha Dogg Pound,464
Doggy's Angels,3429
The Doppelgangaz,16930
Double Dee and Steinski,226635
The Dove Shack,5661
Downtown Science,5537
Dragon Ash,358449
Dragon Fli Empire,25903
Dream Warriors,5610
Drunken Tiger,5634
Dubb Union,2187
Dubmatique,5649
Dynamic Duo,36059
Earatik Statik,162
Tha Eastsidaz,4231
Eightball & MJG,1858
Elitni Odredi,482078
EPMD,503
Eric B. & Rakim,161762
Eyedea & Abilities,1203
The Fab 5,9202
Facemob,377
La Familia,2
Fannypack,1073
Far East Movement,1290167
Farm Fresh,69827
Fast Crew,14920
Fast Life Yungstaz,365818
The Fat Boys,1886
The Fearless Four,5922
The Federation,16696
Fettes Brot,12800
Field Mob,2217
Fila Fresh Crew,9110
Fingathing,404390
Fintelligens,355986
The Firm,478
First Words,2796
Fischmob,37917
Flatbush Zombies,16377
Flavor Unit,9875
Flipmode Squad,338
Flipsyde,2206
Flobots,755
Floetry,3824
Foesum,1569
Fonky Family,13333
The Force M.D.s,508
Foreign Exchange,283919
La Fossa,360432
Frank n Dank,6009
Freestyle Fellowship,6016
Freundeskreis,20970
The Frontline,17773
Fu-Schnickens,6090
The Fugees,108683
Full Force,5964
Funky Four Plus One,218815
Funky Fresh Few,8256
Furious Five,347
The Futuristiks,147
G-Unit,255
Gambino Family,3598
Gangrene,20285
Gangstagrass,25476
Get Busy Committee,16402
Geto Boys,377
Ghetto Commission,1682
Ghetto Concept,3411
Ghetto Mafia,11464
Ghetto Twiinz,6161
The Ghost Town DJs,1258189
Giant Panda,28291
Git Fresh,19766
Gipsy.cz,403959
The Goats,6251
The Godfathers,77435
Goldie Lookin' Chain,2145
Goodie Mob,748
Goon Sqwad,1218
Gorillaz,860
Gospel Gangstaz,358947
Group Home,989960
Gröûp X,988315
Grand Analog,348306
Grand Buffet,185216
Grandmaster Flash and the Furious Five,140856
Grandwizard Theodore & the Fantastic Five,338
Grave Plott,24512
Gravediggaz,785
GRITS,346417
GS Boyz,6320
Gunshot,43254
Gym Class Heroes,1083
Gorillaz,860
citation needed,204611
Gym Class Heroes,1083
Handsome Boy Modeling School,6424
Hardnoise,377384
The HBK Gang,24113
Heartsdales,32684
Heavy D & the Boyz,2121
Heiruspecs,2047
Heltah Skeltah,3961
The Herd,10787
Hieroglyphics,1089
The High & Mighty,7922
Higher Brothers,1000448
Hijack,554
Hilltop Hoods,4842
Hip Hop Hoodíos,307
Hit Squad,1713
Home Brew,23411
Hostyle Gospel,11493
Hot Boys,1663
Hotstylz,2009
House of Krazees,215040
House of Pain,942
The HRSMN,12684
Huncho Jack,1043518
Hurby Azor,42885
II Tru,9037
Ill Al Skratch,6625
Illegal,20482
Ill Harmonics,6634
Illuminati X,233402
IMx,2488
Infamous Mobb,5330
Infinite Mass,6651
INI,2358
Insane Clown Posse,311
Insane Poetry,6663
Invisibl Skratch Piklz,622842
J J Fad,6881
J.U.S.T.I.C.E. League,23132
Jabbawockeez,60891
Jedi Mind Tricks,512
Jet Life,1183
Juice Crew,26319
JuJu Mob,300527
Jungle Brothers,6927
Junior M.A.F.I.A.,129
Jurassic 5,1191
Just D,45
Justus League,5980
Kaliber 44,26243
Kalin and Myles,153720
Kane and Abel,820
Kausion,7072
Kid 'n Play,7128
Kidz in the Hall,7129
Killarmy,4561
The KLF,176112
KMD,2758
The Knux,12413
Kottonmouth Kings,4776
Kris Kross,1052284
L'Trimm,388989
The L.O.X.,233
LA Symphony,7366
The Latin Kings,104809
Latyrx,3820
Lazy Mutha Fucka,235
LBC Crew,7385
Leaders of the New School,7619
Lifesavas,3828
A Lighter Shade of Brown,7662
Lil Soldiers,7524
Liricas Analas,460281
Little Brother,1154260
Live Squad,2708
Living Legends,4836
London Posse,337214
The Lonely Island,940
Looptroop,9506
Lootpack,3073
Lord Tariq and Peter Gunz,158554
Lords of the Underground,5733
The Lost Boyz,793
The Lost Children of Babylon,6812
Low Profile,67601
The Lox,233
Lumberjacks,1026187
Luniz,485
M.O.P.,192
Machas With Attitude,612445
Made Men,88
Madvillain,150
Main Source,1122
Major Figgas,3492
Manau,14259
Mantronix,24690
Marginal Prophets,7946
Mars Ill,7186
Massive Töne,21873
Masta Ace Incorporated,367
Masters of Illusion,7726
Me N Ma Girls,6130
MellowHype,1558
Menace Clan,6153
Migos,44080
Ministère AMER,2123
Mo Thugs,1205
Mob Figaz,2767
Mobb Deep,251
Molemen,8790
Monsta Island Czars,2308
Mood,27506
Moorish Delta 7,53689
Moosh and Twist,11541
Murat & Jose,218079
MVP,103
N Dubz,1404095
N.E.R.D,1254058
N.W.A,974
Nappy Roots,8975
Natas,11716
Nationwide Rip Ridaz,992153
Native Deen,12379
Native Tongues,747
Naughty by Nature,308
NB Ridaz,3288
NehruvianDoom,156319
The Neptunes,8625
New Boyz,1546
Newcleus,9054
Next,2358
Nice & Smooth,130
Non Phixion,6816
Non-Prophets,502
Northern State,20498
Northstar,76
Les Nubians,3830
Nuuk Posse,69142
NxWorries,339382
O.F.T.B.,9142
O.G.C.,9194
Oaktown's 3.5.7,997354
Odd Future,1739
Onyx,8260
Organized Konfusion,1326
Organized Rhyme,23369
Orishas,17770
Osdorp Posse,21085
OuterSpace,64610
The Outhere Brothers,377280
OutKast,105
Outlawz,778477
Outsidaz,3781
Oxide & Neutrino,40600
Oxymorrons,674045
P$C,85
P-Square,40355
P.A.,626678
P.M. Dawn,2013
Pac Div,475
The Pack,654932
Paktofonika,24597
Paraziţii,229900
Partners-N-Crime,7055
Party Fun Action Committee,1152
Penthouse Players Clique,9379
People Under The Stairs,2531
The Perceptionists,9305
Pete Rock & CL Smooth,1125
Pharcyde,521
Phi Life Cypher,860
Pigeon Hole,50543
Playaz Circle,5248
Poison Clan,9389
Polyrhythm Addicts,243198
Poor Righteous Teachers,9518
Potluck,9425
Pretty Ricky,9450
Prime Suspects,4229
Primer 55,355990
Primitive Lyrics,14273
Pro Era,21457
Prophets of Da City,1313570
Proyecto Uno,367425
Psycho Realm,1335
Psychopathic Rydas,137609
Public Enemy,203
Purple Ribbon All-Stars,1092
El Pus,29427
Primer 55,355990
El Pus,29427
Quad City DJ's,9554
Quo,12455
Rae Sremmurd,177756
The Randy Watson Experience,5980
Raptori,364546
Rascalz,1042428
Raw Fusion,10162
Rebel Diaz,2386
Redhead Kingpin and the F.B.I.,350793
The Regime,42618
The Rej3ctz,1804
Rich Kidz,17862
Rich White Ladies,208301
Rip Slyme,372313
Road Dawgs,1023960
Rob Base and DJ E-Z Rock,63719
Rock City,544871
Rodelheim Hartreim Projekt,23620
Roll Deep,19841
The Roots,244
Rottin Razkals,9021
Ruff Ryders,77
Run the Jewels,48147
Run-D.M.C.,1124
Rusty Ps,385
Ruthless Rap Assassins,385440
Saïan Supa Crew,16640
Salt-N-Pepa,1554
Sans Pression,29689
Scapegoat Wax,20273
Screwball,4772
Screwed Up Click,9873
Sens Unik,147406
The Sequence,264368
Shabak Samech,234118
Shape Shifters,995
She Rockers,58856
Shop Boyz,863
Showbiz and A.G.,103
Skatterman & Snug Brim,398920
The Skinny Boys,182517
Skull Gang,4
Slaughterhouse,173
Slum Village,688
Smashproof,27006
Smokin' Suckaz wit Logic,379275
Smif N’ Wessun,1802
Sniper,1507
Snowgoons,2463
Social Deviantz,1008951
Soul Militia,2286
Soul Assassins,65419
Soul-Junk,23751
Soulive,10017
Souls of Mischief,522
Soulshock and Karlin,2226
The Sound Providers,10537
Source of Labor,351973
South Central Cartel,10271
Spooks,14261
Sporty Thievz,1113
St. Lunatics,646
Starflam,61711
State Property,383361
Steady Mobb'n,3600
Stereo MCs,6927
Stetsasonic,10604
Strange Fruit Project,10611
Strong Arm Steady,5360
Styles of Beyond,850
Success-n-Effect,69367
The Sugarhill Gang,204611
Sunz of Man,5259
Suprême NTM,24568
Suspekt,15131
Sweatshop Union,10657
Sweet Sensation,1081
Swet Shop Boys,155599
Swollen Members,9671
Smoothe Da Hustler,6585
Soulshock and Karlin,2226
Tag Team,10700
Task Force,455
The Team,72
Tefla and Jaleel,13622
Teriyaki Boyz,8200
Terror Squad,158
Tha Alkaholiks,3070
Tha Blue Herb,12991
Tha Mexakinz,14194
The Dey,185751
Themselves,12459
Theodore Unit,6178
Three 6 Mafia,44
Three Times Dope,2762
Thug Life,2736
Timbaland & Magoo,112
Timex Social Club,64233
Timeflies,14205
TLC,964
Trackmasters,8418
Travail,11471
Travis Porter,1355
Treacherous Three,9762
A Tribe Called Quest,519
Trillionaire$,1197222
Trillville,134
Triple C's,2060
TRU,92
TTC,11471
Twenty One Pilots,23796
Twinz,161
Twiztid,3107
Two-9,37749
TZU,68339
Timex Social Club,64233
Travail,11471
UGK,401
Ugly Duckling,506
Ultramagnetic MCs,7155
The U.M.C.'s,11061
U.N.,1583
The Underachievers,22853
U.N.L.V.,3573
US3,11079
U.S.D.A,1445
UTFO,8279
UTP,108
Violadores del Verso,27133
The Visionaries,19041
Warp 9,28956
Wax Murdaraz,27983
We Are Toonz,150089
The Weathermen,49311
Wee Papa Girl Rappers,379964
Westside Connection,1105
Who See,580142
Whodini,2438
The Whooliganz,62292
Wisemen,55967
Wreckx-n-Effect,11170
World Class Wreckin' Cru,11169
Wu-Tang Clan,507
X-Clan,11221
The X-Ecutioners,8361
X Plastaz,1167135
Y?N-Vee,5662
Yaggfu Front,11237
Ying Yang Twins,473
YoungBloodZ,359
Young Fathers,24972
Young Gunz,4232
Young Soldierz,11278
Zion I,1752
Jeezy,67
Ty Dolla $ign,42
